time,user_name,user_color,message
17617,lauripellaa,,"Sudokua ratkoo..."
17618,moelli57,#E020FF,"raamattua se vaan lukee"
17618,gepo98,#008000,"lukee Iltalehteä"
17619,theramsestv,#FF0000,"lukee työhakemusikai"
17619,kyrmykki,#DE2B2B,"Erotiikkanovelleja"
17619,jambezz,#000000,"aura farming"
17620,niiccolai,#FFE468,"hesaria"
17621,honkaz_,#0000FF,"se nukkkuu"
17621,eepe1,,"LUL LUL"
17622,vi1q_thugger,#FF69B4,"Afk"
17622,padeale,,"nukkuuko se??"
17622,astraex_,#8400FF,"LOL"
17623,sergejramos,#00FF7F,"pitkävedot illalle"
17624,meestarii,#FF0000,"trainin takut"
17625,ppepesilvia,,"Pitkävetoo illan futispeleihin"
17625,jomenaa,#1E90FF,"Uijuma Top Clipper"
17625,raattani,#B22222,"Sanaristikkoo täyttää"
17627,sciima,#57F9FF,"Päivän ruokalistaa lukee"
17627,saamaistaaa,,"Sudoku xff"
17627,dainthesecond,#1E90FF,"@lauripellaa "19:24TilaajaTwitch Recap 2024micropippel: olvari ootko maistanu halloween vihreitä kuulia" 1.10. xff"
17627,yosikama,#9ACD32,"Miksi aseen kudit on tossa pelaajan videofeedissä? Niinkö kenen mielestä se on hyvä paikka?"
17630,drjulezz,#00FF7F,"hamlet lukuhetki"
17630,mallikasm,#FF4500,"kielimuuri"
17630,vehola,#FF0000,"Ite kirjotetut laput : D"
17630,litmanent,#00FF7F,"on sillä mielenkiintonen moniste"
17631,jomenaa,#1E90FF,"https://www.twitch.tv/pelaajatcom/clip/ThirstyBumblingStorkResidentSleeper-0cq0VigayMMvjJu0"
17632,anzzza,,"b1ade siel täyttää pitkävetokuponkia"
17632,demoluxx_,#FF0000,"uutta työpaikkaa varmaan xff"
17632,hobi_csgo,,"kirjottaa testamenttia"
17632,moelli57,#E020FF,"nop eihän se ite niitä kirjota"
17633,inksaaa,#FF69B4,"Onko hereillä ees ku ei silmätkää auki"
17633,pateettinenpatee,#00FF7F,"siel on aku ankka piilossa"
17634,ramsayboltoni,,"LUL LUL"
17634,zeicko88,,"kuponki uutisissa on hyviä rintsikka mainoksia"
17635,mck3ke,#FF4500,"pelaa sudokua :DDD"
17636,tmpslol,#0000FF,"Piru jäykkä tunnelma son moro sit"
17636,teppo_2,#5F9EA0,"nii lohi onki kala"
17638,j44so,,"CT puolen takuja"
17638,deluxefox,#9ACD32,"@luugifn Pakko sitä lappua lukea kun Wonderful ei saa mitään aikaan."
17639,trulymik,#FFEF00,"Pitää olla tarkkana ko ruksaa vakiovetoja"
17641,jokkesyrja,#0000FF,"lagas"
17642,vinihq,#1E90FF,"Fifty shades of grey"
17643,lauripellaa,,"@dainthesecond xd noniih"
17643,aeronas,#5F9EA0,"Bladella sama juoni valmentamisessa ku Pelaajat.comilla selostamisessa. Pelin seuraaminen toissijaista ja omiin juttuihin keskittyminen ensisijaista"
17644,mboober,,"Käy läpi vikaa karttaa"
17645,flybymoon,#FF0000,"Blade kattelee ens kartan takuja"
17646,douppil,,"lukee wonderfulin sopimusta että onko mitään mahista heittää kesken kartan vittuun sitä"
17646,janiloxz,#1E90FF,"simple työhakemusta"
17649,jaacco_,,"Ei saa omasta käsialasta selvää"
17652,j1marr,#00FF7F,"wonderfulilla 12 tappoo 38 erään... :)"
17652,corilla12,,"vihreät kuulat on vitun paskaa"
17652,juketwich,#FF7F50,"SixSeveeeeen"
17655,nalletuhoaja,#1E90FF,"kirjotti 20e lapun ens pelii"
17655,gepo98,#008000,"verkkiksestä"
17655,karrypekka,#DAA520,"@aeronas xdd"
17656,salaneuwos,#9ACD32,"Ihmettelee että vittu mitä bullshittiä tullu votkapäissään kirjoteltua"
17658,zeicko88,,"koskas ne sun kuulat menee kattoon?"
17659,jomenaa,#1E90FF,"Sen ku vetäsee ykösellä ae että"
17661,riksa7000,#CC0099,"24x2,2kg"
17662,toume,#DAA520,"ostin 2 heti"
17663,drjulezz,#00FF7F,"mun vihreit kuulii vois maistella joku"
17663,txmeosrs,,"Ehkä bladella ei oo kaikki hyvin"
17666,moffey_,#FF0000,"Lukee vrm uusien pelaajien cv*tä"
17666,dainthesecond,#1E90FF,"Studiolle semmonen Pog"
17667,jamooh,#008000,"xff"
17672,kostitravels,#FF0000,"Mites australialaista pekonia"
17672,niksu02fin,#FF0000,"Siinä on rikkaiden tuote"
17674,moviesfortheblind,,"Miks noi näkee vihollisten ääriviivat."
17675,magisklicker,#1E90FF,"mitä vittua touhutaan taas"
17675,oseeex,#0000FF,"gg ukki nukahti takuvihko kädessä"
17675,settipoika,,"Tästä tulee ihan lapsuus mieleen kun faijja paineli koko meidän muuta perhettä turpaan nii että tukka täris"
17676,w1lly_v0nk4,#0000FF,"¿???¿"
17676,konomaster,,"HSWP HSWP"
17678,moelli57,#E020FF,"jame time XD"
17678,asdaero,,"navi on ihan sekasin sitte"
17680,larskapoeka,#FF69B4,"blade luovutti infernon suhteen ja predictaa koko ens pelin"
17680,haisetviinalle,#FF69B4,"joo meen sätkälle"
17680,jetu_,#FF69B4,"xff"
17681,arkkis27,#1E90FF,"sitä luettiin"
17681,tripmann480p,#FF69B4,"mikä on vihreiden kuulien LD50?"
17681,leakimm1,,"makazzen statsit LOL"
17682,ogkaf,,"??"
17682,oonraimo,#00FF7F,"200e / kg ei paha"
17683,drouhhh,,"nyt on kyl väärä takukirja tullu mukaan"
17684,kapteenieu,#FF69B4,"Monta kanavapistettä että Dan lähettää joulukortin?"
17685,the2k2,#FF0000,"Go natus"
17685,frrrreezy,#8A2BE2,"xertion huutistelee xff"
17685,janiloxz,#1E90FF,"annaw xertion"
17686,shyigetsu,,"pia bleidillä taas käsi paketis joku saa korvapuustin"
17688,jutkunaatti,,"xertion huutaa LOL"
17691,tuottismougli,,"klassikko navi takut"
17693,grumpyoldgunther,,"Älä ainakaan sorru Huippukivan vihreisiin, tai minkään värisiin kuuliin"
17694,jomenaa,#1E90FF,"@oonraimo mul on kaks kiloo täs"
17694,pekkakaukaloh,,"Olvari kuuluuko rusinat maksalaatikkoon?"
17694,strukkii,,"simple takasi"
17694,poko81,,"Se oli 2kg×24"
17696,jessez_90,,"Iha hupi ukkoja koko navin tiimi"
17698,nikez37,#00FF7F,"wonderful kusi koko mapin siihe molosekoiluu"
17701,deluxefox,#9ACD32,"Tämä Mouz vs neljä pelaajaa -Wonderful"
17702,eetusqt,#AFFF25,"@KapteeniEU +1 kyssäri"
17703,v1nnyz__,#FFFFFF,"taktinen aikalisä vaa"
17704,nalletuhoaja,#1E90FF,"ÄLKÄÄ NYT MENETTÄKÖ USKOA NAVI VIE TÄN VIELÄ"
17707,happokeisari69,#00FF7F,"vitun wonderi"
17709,tmpslol,#0000FF,"Piti olla 0-5 ja nyt on 5-4, piru jäykkä son moro sit"
17713,jiikool,#2E8B57,"@NalleTuhoaja LOL"
17714,h3rbzz,#FF00D6,""Ottaakaa säästö ens ase rundilla, luen näitä lappuja sen aikaa. Aletaan pelaa ku oon saanu tästä mun käsialasta selvää" -Blade luultavasti"
17716,nikokork,#9ACD32,"LOL"
17716,k1rre1,,"Onko olvari tehnyt kiljua? Jos et niin setämiehiltä tuli just ulos hyvä kilju video SeemsGood"
17718,riksa7000,#CC0099,"24 lootaa 400e"
17720,oddss,#CC00A7,"2.2kg x 24"
17720,juke132,#1E90FF,"loota päivässä"
17723,poko81,,"24 lootaa"
17723,tatu0808,#0000FF,"wonderfull 2 tappoa mnitä vittua"
17723,oonraimo,#00FF7F,"kuunnelkaa kuunnelkaa. vihreitä kuulia. mulla on 2 kiloo tässä. lähtee savelan ässän takaa 10e sille joka tulee hakee"
17723,saamaistaaa,,"24 x 2.2kg"
17724,captbablobronzebeard,#FF69B4,"OMEGALUL"
17725,nightbot,#7C7CE1,"@antero71 -> No links in chat. (Twitch clips are allowed) [warning]"
17725,makexu80,,"joo 2,2 kg laatikko x 24"
17725,henecchi,,"Juu vajaa 55kg vihreitä kuulia"
17726,j1marr,#00FF7F,"wonderful 12 frägii 40 erään..."
17733,aleksib_hair_routine,#FF0000,"@oonraimo xff ͏"
17735,makexu80,,"on maksaa 400e"
17736,inksaaa,#FF69B4,"@oonraimo tulen"
17737,gepo98,#008000,"on on 2,2kg"
17739,sergejramos,#00FF7F,"onko se zeus tullu takasin navin peräsimeen?"
17740,dainthesecond,#1E90FF,"Micropippel varmaa korkkase sen kalenterin jo ku ei oo näkyny viikkoon chatis,,, xff"
17741,deluxefox,#9ACD32,"Blade pitää saada jotenkin Wonderful seevulle tai Navi häviää tämän."
17741,padeale,,"seuraavan vuoden paskoo kuulia"
17741,oddss,#CC00A7,"siinä oli joku 168 000 kilokaloria"
17743,moelli57,#E020FF,"se on viel alennuksessa"
17745,dainthesecond,#1E90FF,"https://www.verkkokauppa.com/fi/product/1016534/Fazer-Vihreita-kuulia-joulukalenteri-24-x-2-2-kg"
17746,arkkis27,#1E90FF,"on 24x2.2"
17746,lgmies,#00FF00,"onhan tossa vihreetä kuulaa"
17747,zeikkiitv,#00FF7F,"kelaa jos painaa 100kg nii sun elopainosta ois 50% vihreetä kuulaa"
17750,magisklicker,#1E90FF,"Navi nyt ihan sekasin"
17750,larskapoeka,#FF69B4,""säästäkääpä pari kiesiä yritän lukee näitä papereita" -Blade"
17752,trheeps,#B22222,"ei kait 2,2 kg voi ees millään maksaa 400€"
17752,espanzo,,"jossain verkkokaupassa en muista missä"
17754,josechkin,#FF0000,"8-4 halffi gg"
17755,oonraimo,#00FF7F,"xD"
17756,nikokork,#9ACD32,"oho"
17757,theramsestv,#FF0000,"eihä jimin tarttee ees pelaa xD"
17757,jambezz,#000000,"menkää ny vittu kuolee"
17758,nikez37,#00FF7F,"mitähä vittua tää navi tekee"
17763,oonraimo,#00FF7F,"50kg vihreitä kuulia"
17763,moelli57,#E020FF,"yli 2000 kuulaa"
17764,vajakk1,,"äsken väitti että linkattiin, nyt näki sittenkin verkkokaupassa. olvari, kerro totuus"
17769,nyx_silly_goober,#FF69B4,"@Oddss perus amerikkalaisen aamupala"
17772,kapteenieu,#FF69B4,"Olvari ostaa 24x Sanna Marinin kirjaa ja tekee siitä joulukalenterin :)"
17775,burecrs,#008000,""DIY-joulukalenteri – kasaa torneiksi, numeroi ja koristele" xff"
17780,dainthesecond,#1E90FF,""Vihdoin tarpeeksi vihreitä kuulia , yksin syötynä (ehkä) riski" xffong"
17781,nightbot,#7C7CE1,"Ryysi devaajaksi 2 vuodessa! https://pelaajat.com/out/koodsisu"
17783,captbablobronzebeard,#FF69B4,"@Trheeps tulostin_muste"
17786,lauripellaa,,"Vittu et on kuulia"
17787,janiloxz,#1E90FF,"miten wonderful saa 0 impact BOSSILLA"
17792,nightbot,#7C7CE1,"@shyigetsu -> No links in chat. (Twitch clips are allowed) [warning]"
17794,moviesfortheblind,,"Wonderful lutsaa"
17796,kolehmainen1,,"Olvari... Olen pettynyt"
17798,deluxefox,#9ACD32,"Wonderful ei saa mitään aikaa bossilla alkaa vaan itseään pikkuhiljaa v******* tuon pelaajan saamattomuus."
17798,vilhozi,#FF69B4,"??????????"
17799,magisklicker,#1E90FF,"?????"
17800,seetournaturefi,,"b0tful"
17801,hirveesonni,#0000FF,"xfff"
17802,wyrdsurf,#B22222,"Minne tähtää?"
17803,pottusalaatti,#FF69B4,"mihi se kattoo"
17805,lgmies,#00FF00,"miettikää mikä olo joulupäivänä ku ootte 24pv sisää syöny 53kg vihreitä kuulia"
17806,sonnipitkanen,,"Iso nt"
17806,jambezz,#000000,"bossikieltoon"
17807,oddss,#CC00A7,"168 432 kcal joulukalenteri, tammikuussa alkaa diet"
17809,nikez37,#00FF7F,"tää wonder lentää kyllä jos navi ei voita tätä peliä"
17810,soiro86,,"Wonder on ihan hukassa..."
17812,stroemt,#2E8B57,"voiko joku tsekata onks wonderfulilla näyttö päällä"
17813,kennae___,#FF7F50,"wonderful on kyllä nyt paskottu henkisesti"
17814,pyhapoikapetteri,#1E90FF,"botterful"
17815,j1marr,#00FF7F,"wonderful 12 frägii 40 erää vitun myyrä..."
17815,zzzjeeeee,#008000,"!PALLIT"
17815,nightbot,#7C7CE1,"https://www.twitch.tv/pelaajatcom/clip/ReliableObliqueHippoSaltBae-Kq-14_hhfNntxa1h"
17816,demoluxx_,#FF0000,"heittäkää jo se wonderi vittuun tästä rosterista oikeesti"
17817,trheeps,#B22222,"@CaptBabloBronzebeard niin mutta ei vihreet kuulat"
17817,ival0,#008000,"pitäskö ottaa timeout ja sanoo tolle wonderfulille että vihuja saa ampua"
17819,kottisss,,"blade ihmettelee"
17819,icebird1029,#1E90FF,"Fnaticin kokoonpanossa muutoksia: jackasmo tulee lainalla CYPHERin tilalle loppuvuodeksi @pelaajatcom"
17820,captbablobronzebeard,#FF69B4,"@lgmies jokainen kilo vyötärölle"
17824,tatu0808,#0000FF,"2 TAPPOA WONDERFUILILLA EI VITTU"
17827,v1ku22,#0000FF,"terä vittuuntunu"
17828,tosiraimo,,"olvari kolehmainen on pettynyt sinuun"
17828,samuuu38,#FF69B4,"Pelaajatcom voi olla välillä kovinkin lyyrinen kanava, jonka vuokai pyysin Copilottia tekemään haiku-runon. Tässä se tulee: 🌀 Olvari huutaa, Samppa muuttuu kanaksi — Allu ei näe. 🧊 Oonraimo sulaa, Slowi selostaa unessa — Chat on peruna. -Copilot"
17833,nightbot,#7C7CE1,"Seuraa Pelaajatcomia Instagramissa! - https://www.instagram.com/pelaajatcom/"
17834,antzu___,#D2691E,"wonderful pitäs penkittää"
17834,erihidast3,,"Navi pelaa neljällä ja Wonderfull vaan kulkee perässä"
17838,juketwich,#FF7F50,"Laitoin 2900 navin voitolle"
17840,corilla12,,"missä testo-Olli?"
17840,v1nnyz__,#FFFFFF,"täs nyt jotenki paistaa läpi se että wonderful ei tuu jatkaa navissa"
17845,larskapoeka,#FF69B4,"nähny ennenki tän navi antaa 5 voittaa 5"
17852,strukkii,,"WONDERFUL TAPPO"
17853,vvvende,,"!rain4k"
17854,nightbot,#7C7CE1,"https://clips.twitch.tv/PlacidTenderWalrusSoBayed-87KU_-cxD8owx82c"
17854,samuuu38,#FF69B4,"rain ois ottanu 4"
17857,muarko44,#CCC36A,"ainaha jouluna tulee vähä kaloreita syötyä"
17857,vilhozi,#FF69B4,"LUL LUL LUL"
17857,captbablobronzebeard,#FF69B4,"vuoden kalorit"
17857,skuttsi,,"Rain ois ottanu 4k"
17858,deluxefox,#9ACD32,"@nikez37 Pako on heittää Wonderful ulos Navi pelaa ilman häntä"
17860,temuli699,,"Kaikki kylki edellä midiin päin 😂😂"
17861,inksaaa,#FF69B4,"Huh ei kyl iha päiväs tommost määrää vedetä, kahtee ehkä"
17862,makkipakki_pro,,"verkkokauppa comissa myynnissä Fazer Vihreitä kuulia joulukalenteri, 24 x 2,2 kg 399,99e"
17868,vajakk1,,"anna joulu navi"
17871,deluxefox,#9ACD32,"Ei luotoa Wonderful"
17874,sosaot,#FF0000,"Jättäkää Wonderful rauhaan"
17876,jovdin,#FF0000,"Wonderfullin rating ancientissä oli 0.78"
17879,gepo98,#008000,"jinxed"
17884,mrololololo,#0000FF,"paskasamppa"
17891,nightbot,#7C7CE1,"HÄ!? AGON by AOC pelinäytöillä kelpaa pelitellä! https://pelaajat.com/out/agon"
17891,vajakk1,,"@Deluxefox no reef mahtava"
17894,amisnaru,#FF0000,"MAKKE Pog"
17894,vilhozi,#FF69B4,"xff"
17896,themasi54,#8A2BE2,"MAKAAA"
17897,astraex_,#8400FF,"HHHHHHHHHHH"
17897,kottisss,,"botful"
17898,ival0,#008000,"hellpo"
17898,b3nt0ni,#B22222,"Pog"
17898,mck3ke,#FF4500,"makke kamaa"
17899,gepo98,#008000,"MAKKEEE"
17899,larskapoeka,#FF69B4,"ottaa sen"
17900,jomenaa,#1E90FF,"KALMA xffong"
17900,karrypekka,#DAA520,"EZ"
17900,kegebanned,#1E90FF,"HUH"
17900,janiloxz,#1E90FF,"MAKKE ON MIES"
17901,tmzzzcs,#FF69B4,"makaaaa"
17901,pottusalaatti,#FF69B4,"helpolla tuli"
17901,moffey_,#FF0000,"EZ"
17901,sonnipitkanen,,"JOOOJOOOOO KALMAAA"
17902,vajakk1,,"CAMAAAAA"
17903,soiro86,,"Helppoo ja kivvooo"
17903,asdaero,,"wonderful :D:D:D"
17903,jessez_90,,"Makazze bossiks"
17905,xxdim3bagxx,#5F9EA0,"kälmä?"
17905,zzzjeeeee,#008000,"JOO JOO JOO"
17905,d1cee_,#FF69B4,"ampu seinäläpi ei legannu"
17906,eemi2662,#8A2BE2,"hohhoh"
17906,ealiss11111,,"makaaa"
17906,oonraimo,#00FF7F,"MAKKE ON MIES"
17906,jexuz1,#008000,"2v4 maka 4k"
17906,fintoto_,#FF4500,"kaikki pitää ite tehdä"
17907,theramsestv,#FF0000,"aoina voi olla 6 7"
17908,ekuhhi,#5F9EA0,"make osaa"
17909,v1nnyz__,#FFFFFF,"makazze uus bossipelaaja :D"
17909,sonnipitkanen,,"Helppoa ja hauskaaa"
17911,snaatti,#1E90FF,"makazze kiikaroimaa"
17912,eetusqt,#AFFF25,"makke + bossi"
17913,vesterix79,#8A2BE2,"ei oo ees TIUkkaa!"
17915,janiloxz,#1E90FF,"JOKA EI VIRHEITÄ TEE"
17915,pyhapoikapetteri,#1E90FF,"gachiHYPER"
17918,the2k2,#FF0000,"Helpoa"
17921,louhari,#0000FF,"bling blong blang"
17923,deluxefox,#9ACD32,"Makke jopa pelaa paremmin bossilla kuin Wonderful"
17926,echobb_,#8A2BE2,"MAKKE ON MIESS"
17928,azerfin,#FF0000,"Wonderful ollu kyl slumpis ja kauan ei osu mitää enää"
17929,nalletuhoaja,#1E90FF,"MOKKASIINI"
17930,larskapoeka,#FF69B4,"Bladen uus taku: "annetaan niille 5 roundia ni ne vähä hyytyy sit otetaan ite 5 ni vihu taas yrittää sit voidaa antaa 5 ni tilanne näyttää 10-6 ja sit otetaa loput""
17931,shyigetsu,,"näyttää pelaaminen samalta ku siinä starladderin turnaukses"
17931,ival0,#008000,"NAIS"
17932,miesmakke,#FF69B4,"@oonraimo moro"
17933,kvaakmito,#FF69B4,"Mitä wonder teki sii gravel"
17934,drouhhh,,"ei mitää väliä miten itellä menee kuhan toisella menee huonommin"
17938,terratin8,,"NAIS"
17939,merkk4ri,,"on se kova"
17942,nalletuhoaja,#1E90FF,"bitti wataa"
17943,mallikasm,#FF4500,"XFF"
17945,ayefez,#B22222,"3 8 XDDDDDDDDD"
17947,w1lly_v0nk4,#0000FF,"xff"
17947,vilhozi,#FF69B4,"fuck it"
17949,karrypekka,#DAA520,"jimi masis"
17950,get_donked,,"bitti tuhoo taloa"
17951,oonraimo,#00FF7F,"@miesmakke morjesta"
17956,niirees,#FF69B4,"52,8 kiloa, n. 2400 kpl. Riittääkö noi edes."
17959,blackpenssil,#FF0000,"xff"
17959,nalletuhoaja,#1E90FF,"LO"
17960,xxdim3bagxx,#5F9EA0,"3/8 wonderi StinkyGlitch"
17961,nightbot,#7C7CE1,"ESL Pro League -kohteet Veikkauksella! Pelaa maltilla. https://pelaajat.com/out/veikkaus3"
17962,temuli699,,"Miten ei wonderful osunu tohon vihuun okei ei ollu hereillä tohon et on jo tossa autolla mut silti"
17962,jambezz,#000000,"radarist ehk"
17965,janiloxz,#1E90FF,"makke vetää setei"
17968,terratin8,,"nice vac enjoy wh"
17972,soiro86,,"Gh"
17972,v1nnyz__,#FFFFFF,"radari"
17974,nalletuhoaja,#1E90FF,"MAKASIINI"
17975,ayefez,#B22222,"3 TAPPOA"
17976,nikez37,#00FF7F,"jinx"
17976,kysberi,,"etiäinen"
17977,merkk4ri,,"oh"
17979,eriklul,,"6 7 inc xff"
17980,deluxefox,#9ACD32,"Plz hakee Wonderful pois NotLikeThis lirikPOO"
17980,get_donked,,"kova"
17980,puttisuttamies,,"Aleksi 6 7"
17980,astraex_,#8400FF,"viel chanssi 6 7"
17983,magisklicker,#1E90FF,"gh"
17984,b3nt0ni,#B22222,"gh"
17984,nalletuhoaja,#1E90FF,"WATAA MAKAA"
17985,vilhozi,#FF69B4,"jes"
17986,jjantunen,#D27811,"Pakotettu 6-7"
17986,gepo98,#008000,"gh"
17986,eetusqt,#AFFF25,"makke OOOO"
17986,larskapoeka,#FF69B4,"6 7"
17986,tmzzzcs,#FF69B4,"makazze goonaa mouzin päälle"
17987,sonnipitkanen,,"IMMUTTAAAA"
17990,dainthesecond,#1E90FF,"67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL"
17990,ival0,#008000,"MAKKE HOITAA"
17992,juketwich,#FF7F50,"Six seveeen"
17992,tmpslol,#0000FF,"Oliko se sitten siinä"
17993,j1marr,#00FF7F,"6 7"
17993,kottisss,,"MAKAAA"
17993,sonnipitkanen,,"6 7 XDDDDDDDDD"
17996,gepo98,#008000,"tulin"
17996,eetusqt,#AFFF25,"sixx sevenx"
17997,merkk4ri,,"makazzer alko pelaa"
17997,larskapoeka,#FF69B4,"aleksi 6 7 XDDDDDDDDDDD"
17998,b3nt0ni,#B22222,"6 7 LO"
18001,the2k2,#FF0000,"6 riittää 6 7 inc"
18002,makkoftw,#000000,"kuus seiska"
18004,riisimi3s,#8A2BE2,"taistelujaska"
18007,captbablobronzebeard,#FF69B4,"Pog"
18007,arkkis27,#1E90FF,"samppa4Hymy samppa4Hymy samppa4Hymy samppa4Hymy"
18011,nightbot,#7C7CE1,"Chilli Cheese McDouble 3,50. Mäkkäristä. https://pelaajat.com/out/mcdonalds"
18011,olvarin_pikkupoika,#5F9EA0,"ALEKSILLA 6 7"
18011,temuli699,,"Makke osuu kyl hitoksee"
18015,ayefez,#B22222,"wonderful 16 adr"
18018,makke1231,#008000,"6 7"
18019,paytheclown,#0000FF,"paljo sil jimphatil oli eräs ?"
18020,pelimies77,,"muumitanssi"
18023,ferbiscuit_,,"striimataanko lantrek"
18024,jomenaa,#1E90FF,"ALEKSI 6 7 LO"
18027,nightbot,#7C7CE1,"Suomen hermeettisimmät löylyt ja saunatilat – nyt kampanjahintaan 199€/vrk🔥 Bootcampin yhteydessä saunatilat –50% https://pelaajat.com/saunatilat"
18027,kaatuvv,#00FFBB,"kuka pyys"
18028,kapteenieu,#FF69B4,"!dain"
18028,nightbot,#7C7CE1,"Silti Dan jatkoi entistä menoaan. Hän muisteli nuoruutensa päiviä, irstasta elämäänsä Egyptissä, ja hänen mielensä paloi Egyptin himokkaisiin miehiin, joilla oli elin kuin aasilla ja jotka sinkosivat siementään kuin orhi."
18029,samuuu38,#FF69B4,"DinoDance DinoDance DinoDance"
18030,dainthesecond,#1E90FF,"vihdoin"
18030,lydicrist_,#00FF7F,"MAKKE"
18032,kvaakmito,#FF69B4,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18033,gepo98,#008000,"DinoDance Joel DinoDance Joel DinoDance Joel DinoDance Joel DinoDance Joel DinoDance Joel DinoDance Joel"
18033,b3nt0ni,#B22222,"OlliKolmio"
18033,sergejramos,#00FF7F,"hei olvari, tiiätkö kuka on mouzin kovin työkone? no tietenki traktorzsi"
18034,eekkux,,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18034,sonnipitkanen,,"MAKKKEEEEEEEE"
18035,senji1337,#2E8B57,"DinoDance DinoDance"
18036,jjantunen,#D27811,"Märise Märise"
18036,soiro86,,"Olvari.... NotLikeThis NotLikeThis NotLikeThis"
18037,antities,#FF0000,"Sanokaa makke"
18037,fixed_98,,"TwitchConHYPE"
18038,k1rre1,,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18039,nalletuhoaja,#1E90FF,"makke on mies... joka EI VIRHEITÄ TEE"
18039,sonnipitkanen,,"ON MIEEEEEEES"
18039,flybymoon,#FF0000,"DinoDance DinoDance DinoDance DinoDance DinoDance"
18039,tmzzzcs,#FF69B4,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18041,tosiraimo,,"peepoDJ peepoDJ peepoDJ peepoDJ peepoDJ peepoDJ"
18041,xxdim3bagxx,#5F9EA0,"questtvDance DinoDance questtvDance DinoDance questtvDance DinoDance questtvDance DinoDance questtvDance DinoDance questtvDance DinoDance questtvDance DinoDance questtvDance"
18043,jomenaa,#1E90FF,"@DainTheSecond Tanssitko villisti tän biisin tahtiin?"
18043,cm4th1as,#FF69B4,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18043,sosaot,#FF0000,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18044,lauripellaa,,"Sonnipitkänen anna palaa"
18044,nightbot,#7C7CE1,"Käy tsekkaamassa Huippukivan ESL-diilit! Koodilla PELAAJATCOM 10% lisäalennus koko tilaukselle. https://pelaajat.com/out/huippukiva"
18044,get_donked,,"youtyyb ollu rikki jo tovin"
18044,nooglezz,#DAA520,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18044,officialodde,#FF0000,"nirmoPATI2 nirmoPATI2"
18044,olvarin_pikkupoika,#5F9EA0,"DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing DinoDance zoreauDancing zoreauDancing DinoDance"
18045,tatuuh,#0000FF,"MAKKE"
18045,sonnipitkanen,,"MAKETTTAAAAAAAAAAAAAA"
18046,leoz1853,#5F9EA0,"DinoDance    DinoDance    DinoDance    DinoDance    DinoDance    DinoDance    DinoDance    DinoDance  DinoDance    DinoDance    DinoDance    DinoDance    DinoDance    DinoDance    DinoDance    DinoDance"
18046,louhari,#0000FF,"DinoDance WideRaveTime"
18046,the_verraton,#00FF7F,"xff"
18048,larskapoeka,#FF69B4,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18050,sirkka67,,"Te kaikki 6 7 ootte lapsia"
18050,sonnipitkanen,,"MINÄ OLEN MAKKKEE"
18050,riisimi3s,#8A2BE2,"DinoDance DinoDance DinoDance"
18050,tosiraimo,,"widetime"
18050,janiloxz,#1E90FF,"OlliKolmio OlliKolmio OlliKolmio OlliKolmio OlliKolmio OlliKolmio"
18050,kyllonen97,#FF69B4,"DinoDance nirmoFAARAO nirmoDANCE DinoDance nirmoFAARAO DinoDance nirmoDANCE"
18051,wyrdsurf,#B22222,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18051,antreyu_,,"badtas1Powers badtas1Powers badtas1Powers"
18051,fixed_98,,"PewPewPew"
18052,koudero,,"Makkettaa"
18053,komeemara,#FF0000,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
18054,gepo98,#008000,"DinoDance Joel"
18054,kvaakmito,#FF69B4,"@Jomenaa Joo"
